Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
UPSRTC - BDV0077,Janrath AC Seater 2+2,21:20,23:30,02h 10m,INR 215,36 Seats available,3.3,https://www.redbus.in/bus-tickets/aligarh-to-agra,Aligarh (uttar pradesh) to Agra
RSRTC - 155960,Express Non AC Seater 2+3,11:40,13:30,01h 50m,INR 129,42 Seats available,3.7,https://www.redbus.in/bus-tickets/aligarh-to-agra,Aligarh (uttar pradesh) to Agra
UPSRTC - RBL0105,Ordinary Non AC Seater 2+3,13:00,05:00,16h 00m,INR 778,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-haridwar,Lucknow to Haridwar
UPSRTC - CBG0092,Pink Express AC Seater 2+2,21:01,08:00,10h 59m,INR 1170,41 Seats available,"3.1
24",https://www.redbus.in/bus-tickets/lucknow-to-haridwar,Lucknow to Haridwar
Mahalaxmi Travels,A/C Sleeper (2+1),17:00,06:30,13h 30m,INR 1199,17 Seats available,"4.4
68",https://www.redbus.in/bus-tickets/lucknow-to-haridwar,Lucknow to Haridwar
KN Nehra Travels,A/C Seater / Sleeper (2+1),20:00,07:00,11h 00m,INR 1499,27 Seats available,"4.3
37",https://www.redbus.in/bus-tickets/lucknow-to-haridwar,Lucknow to Haridwar
UPSRTC - AKP0219,Ordinary Non AC Seater 2+3,00:47,02:47,02h 00m,INR 142,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - HMR0032,Ordinary Non AC Seater 2+3,00:51,03:10,02h 19m,INR 146,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - BLP0095,Ordinary Non AC Seater 2+3,00:51,03:30,02h 39m,INR 146,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - HMR0036,Ordinary Non AC Seater 2+3,01:16,04:10,02h 54m,INR 146,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - BLP0090,Ordinary Non AC Seater 2+3,02:15,04:30,02h 15m,INR 142,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - BLP0086,Ordinary Non AC Seater 2+3,02:21,05:00,02h 39m,INR 146,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - DOR0015,Janrath AC Seater 2+2,03:20,05:30,02h 10m,INR 275,36 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - BLP0036,Ordinary Non AC Seater 2+3,03:21,04:30,01h 09m,INR 142,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - VKS0008,Janrath AC Seater 2+3,05:00,07:00,02h 00m,INR 188,47 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - MHB0008,Janrath AC Seater 2+2,06:00,08:00,02h 00m,INR 216,36 Seats available,"2.8
7",https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - ORI0075,Ordinary Non AC Seater 2+3,06:00,08:00,02h 00m,INR 146,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - JHD0028,Ordinary Non AC Seater 2+3,07:00,09:45,02h 45m,INR 146,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - JHD0030,Ordinary Non AC Seater 2+3,07:30,10:00,02h 30m,INR 146,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - BLP0049,Ordinary Non AC Seater 2+3,08:30,10:00,01h 30m,INR 142,52 Seats available,"1.7
4",https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - GND0009,Ordinary Non AC Seater 2+3,08:50,11:00,02h 10m,INR 142,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - HMR0016,Ordinary Non AC Seater 2+3,09:30,12:00,02h 30m,INR 146,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - GND0011,Ordinary Non AC Seater 2+3,09:35,13:30,03h 55m,INR 180,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - GND0001,Janrath AC Seater 2+2,10:30,12:30,02h 00m,INR 216,36 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - AYD0029,Ordinary Non AC Seater 2+3,10:35,12:30,01h 55m,INR 142,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - MHB0023,Ordinary Non AC Seater 2+3,10:40,12:30,01h 50m,INR 142,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - BLP0052,Ordinary Non AC Seater 2+3,10:41,11:30,00h 49m,INR 146,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - HMR0046,Ordinary Non AC Seater 2+3,11:02,13:30,02h 28m,INR 142,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - MHB0042,Ordinary Non AC Seater 2+3,11:30,14:08,02h 38m,INR 146,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - AYD0040,Ordinary Non AC Seater 2+3,11:32,13:30,01h 58m,INR 142,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - BRH0015,Ordinary Non AC Seater 2+3,11:45,13:40,01h 55m,INR 146,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - MHB0036,Rajdhani Non AC Seater 2+3,12:00,14:00,02h 00m,INR 142,51 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - AYD0059,Ordinary Non AC Seater 2+3,12:32,15:30,02h 58m,INR 181,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - BRH0021,Ordinary Non AC Seater 2+3,12:45,14:40,01h 55m,INR 146,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - MHB0002,Janrath AC Seater 2+2,13:00,15:00,02h 00m,INR 216,36 Seats available,"1.6
8",https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - BND0018,Rajdhani Non AC Seater 2+3,13:00,15:00,02h 00m,INR 142,51 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - BRH0017,Ordinary Non AC Seater 2+3,13:15,15:10,01h 55m,INR 146,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - RAT0002,Rajdhani Non AC Seater 2+3,13:30,16:00,02h 30m,INR 146,51 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - MHB0044,Ordinary Non AC Seater 2+3,13:30,16:08,02h 38m,INR 146,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - HMR0048,Ordinary Non AC Seater 2+3,13:30,15:40,02h 10m,INR 146,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - BLP0038,Ordinary Non AC Seater 2+3,13:31,16:00,02h 29m,INR 142,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - ARY0015,Ordinary Non AC Seater 2+3,13:31,15:25,01h 54m,INR 142,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - MHB0046,Ordinary Non AC Seater 2+3,14:00,16:30,02h 30m,INR 146,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - BRH0038,Ordinary Non AC Seater 2+3,14:00,16:00,02h 00m,INR 146,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - AYD0037,Ordinary Non AC Seater 2+3,14:05,16:00,01h 55m,INR 142,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - HMR0018,Ordinary Non AC Seater 2+3,14:30,17:00,02h 30m,INR 146,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - BRH0027,Ordinary Non AC Seater 2+3,14:45,16:40,01h 55m,INR 146,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - BLP0040,Ordinary Non AC Seater 2+3,15:01,18:00,02h 59m,INR 142,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - BRH0041,Ordinary Non AC Seater 2+3,15:25,17:10,01h 45m,INR 142,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - MHB0030,Ordinary Non AC Seater 2+3,15:30,17:30,02h 00m,INR 146,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - FZG0017,Ordinary Non AC Seater 2+3,15:30,18:00,02h 30m,INR 146,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - BLP0042,Ordinary Non AC Seater 2+3,16:05,19:00,02h 55m,INR 146,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - BRH0019,Ordinary Non AC Seater 2+3,16:15,18:20,02h 05m,INR 146,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - BLP0044,Ordinary Non AC Seater 2+3,16:16,19:00,02h 44m,INR 142,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - FZG0022,Ordinary Non AC Seater 2+3,16:30,19:00,02h 30m,INR 146,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - MHB0048,Ordinary Non AC Seater 2+3,17:00,19:30,02h 30m,INR 146,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - JHD0015,Janrath AC Seater 2+3,17:01,19:00,01h 59m,INR 188,48 Seats available,"1.7
7",https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - AYD0056,Ordinary Non AC Seater 2+3,17:22,20:00,02h 38m,INR 181,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - AKP0196,Ordinary Non AC Seater 2+3,17:50,20:15,02h 25m,INR 142,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - FZG0019,Ordinary Non AC Seater 2+3,18:00,20:30,02h 30m,INR 146,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - MHB0050,Ordinary Non AC Seater 2+3,18:00,20:30,02h 30m,INR 146,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - BLP0046,Ordinary Non AC Seater 2+3,18:02,21:00,02h 58m,INR 146,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - SLP0047,Rajdhani Non AC Seater 2+3,18:30,20:30,02h 00m,INR 142,51 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - JHD0033,Ordinary Non AC Seater 2+3,19:15,21:30,02h 15m,INR 142,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - MHB0052,Ordinary Non AC Seater 2+3,19:30,21:49,02h 19m,INR 146,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - JHD0021,Ordinary Non AC Seater 2+3,19:30,22:50,03h 20m,INR 146,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - RAT0030,Ordinary Non AC Seater 2+3,19:30,02:30,07h 00m,INR 146,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - JHD0019,Ordinary Non AC Seater 2+3,19:50,22:15,02h 25m,INR 142,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - JHD0024,Ordinary Non AC Seater 2+3,20:30,23:30,03h 00m,INR 146,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - AKP0061,Ordinary Non AC Seater 2+3,20:45,22:45,02h 00m,INR 142,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - AKP0065,Ordinary Non AC Seater 2+3,21:15,23:15,02h 00m,INR 142,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - JHD0026,Ordinary Non AC Seater 2+3,21:30,01:01,03h 31m,INR 146,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - HMR0030,Ordinary Non AC Seater 2+3,22:01,01:00,02h 59m,INR 146,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - BLP0097,Ordinary Non AC Seater 2+3,23:30,02:30,03h 00m,INR 146,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
RSRTC - 193674,Express Non AC Seater 2+3,19:40,22:00,02h 20m,INR 130,42 Seats available,3.7,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),05:15,07:00,01h 45m,INR 699,30 Seats available,3.8,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Jai Shrinath Ji Ki ® Travels,A/C Sleeper (2+1),18:30,21:05,02h 35m,INR 800,21 Seats available,"4.5
5",https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Shatabdi Travels Gurugram,AC Sleeper (2+1),18:35,21:35,03h 00m,300,30 Seats available,3.5,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Babu Travels,Volvo A/C Seater / Sleeper (2+1),18:45,21:15,02h 30m,INR 750,36 Seats available,4.0,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
BTS Bundelkhand Transport Services LLP,Non A/C Seater / Sleeper (2+1),21:45,23:55,02h 10m,INR 200,40 Seats available,"4.3
4",https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),19:00,22:00,03h 00m,INR 649,29 Seats available,"2.9
8",https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Rajput Travels,Non A/C Seater / Sleeper (2+1),22:30,23:00,00h 30m,INR 700,34 Seats available,1.6,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Shivansh travels,A/C Sleeper (2+1),22:30,23:50,01h 20m,INR 799,30 Seats available,1.7,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Aadishakti Travels,Bharat Benz A/C Seater (2+2),03:20,05:30,02h 10m,INR 3000,45 Seats available,3.6,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Raj Kalpana Travels Pvt.Ltd,A/C Sleeper (2+1),15:00,18:15,03h 15m,INR 900,8 Seats available,4.2,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Hans Travels (I) Private Limited,NON A/C Sleeper (2+1),15:30,18:30,03h 00m,INR 1200,24 Seats available,3.2,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Hans Travels (I) Private Limited,NON A/C Sleeper (2+1),16:30,20:00,03h 30m,INR 1200,24 Seats available,3.2,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Dhariwal Travels,A/C Sleeper (2+1),16:45,19:10,02h 25m,INR 1600,36 Seats available,3.2,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Hans Travels (I) Private Limited,A/C Sleeper (2+1),17:00,20:00,03h 00m,INR 1600,24 Seats available,3.2,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Samreen Travels,AC Sleeper (2+1),19:00,21:30,02h 30m,INR 900,34 Seats available,3.7,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Hans Travels (I) Private Limited,A/C Sleeper (2+2),19:43,23:13,03h 30m,INR 1600,32 Seats available,3.2,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Raaj Rath Travels Co.,A/C Sleeper (2+1),21:30,23:30,02h 00m,INR 4000,36 Seats available,3.5,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Anshi Raj Shree Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:30,23:55,02h 25m,1139,22 Seats available,4.1,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
BSS COOL COOL TRAVELS,VE A/C Sleeper (2+1),22:15,23:05,00h 50m,INR 5000,46 Seats available,4.2,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Raj Ratan Tours And Travels,Bharat Benz A/C Sleeper (2+1),22:30,23:10,00h 40m,INR 1599,20 Seats available,4.2,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Raj Ratan Tours And Travels,Bharat Benz A/C Sleeper (2+1),23:15,23:55,00h 40m,INR 1599,21 Seats available,4.2,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Panwar Travels,A/C Seater / Sleeper (2+1),06:10,08:40,02h 30m,INR 2880,32 Seats available,2.8,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Arhaan Travels,AC Sleeper (2+1),18:55,21:10,02h 15m,INR 1599,31 Seats available,2.8,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Betrwanti Travels,A/C Sleeper (2+1),22:00,23:45,01h 45m,INR 1800,27 Seats available,New,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
SHAGUN CARGO & TRAVELS,A/C Seater / Sleeper (2+1),22:00,23:15,01h 15m,1520,36 Seats available,2.6,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
SHAGUN CARGO & TRAVELS,A/C Seater / Sleeper (2+2),22:00,23:15,01h 15m,1520,40 Seats available,2.6,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Betrwanti Travels,NON A/C Sleeper (1+2),23:55,02:35,02h 40m,INR 1600,22 Seats available,New,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - NDD0261,Ordinary Non AC Seater 2+3,05:37,11:00,05h 23m,INR 319,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - NDD0269,Ordinary Non AC Seater 2+3,06:27,11:30,05h 03m,INR 319,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - FKP0028,Janrath AC Seater 2+2,08:00,13:47,05h 47m,INR 501,36 Seats available,"3.7
5",https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - FKP0030,Janrath AC Seater 2+2,09:00,14:47,05h 47m,INR 501,36 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - SBD0105,Janrath AC Seater 2+2,10:01,15:20,05h 19m,INR 501,34 Seats available,"3.9
6",https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - GRH0059,Ordinary Non AC Seater 2+3,10:30,16:49,06h 19m,INR 371,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - BSP0002,Ordinary Non AC Seater 2+3,11:30,17:00,05h 30m,INR 321,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - PTG0151,Ordinary Non AC Seater 2+3,12:10,17:35,05h 25m,INR 328,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - PTG0149,Rajdhani Non AC Seater 2+3,12:50,18:05,05h 15m,INR 328,51 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - NDD0255,Ordinary Non AC Seater 2+3,13:00,18:00,05h 00m,INR 319,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - MZP0026,Rajdhani Non AC Seater 2+3,14:20,19:51,05h 31m,INR 354,51 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - UNO0030,Ordinary Non AC Seater 2+3,15:40,19:55,04h 15m,INR 371,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - UNO0004,Ordinary Non AC Seater 2+3,16:00,20:35,04h 35m,INR 371,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - HDD0252,Ordinary Non AC Seater 2+3,16:01,21:05,05h 04m,INR 371,52 Seats available, ,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - HDD0166,Ordinary Non AC Seater 2+3,16:27,18:39,02h 12m,INR 356,52 Seats available, ,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - HDD0023,Ordinary Non AC Seater 2+3,16:35,23:37,07h 02m,INR 356,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - HDD0254,Ordinary Non AC Seater 2+3,17:01,21:41,04h 40m,INR 371,52 Seats available, ,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - HDD0074,Ordinary Non AC Seater 2+3,17:05,19:20,02h 15m,INR 371,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - UNO0005,Ordinary Non AC Seater 2+3,17:30,21:40,04h 10m,INR 371,52 Seats available,"1.0
6",https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - HDD0157,Ordinary Non AC Seater 2+3,17:30,22:00,04h 30m,INR 356,52 Seats available, ,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - HDD0255,Ordinary Non AC Seater 2+3,17:58,20:26,02h 28m,INR 371,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - HDD0079,Ordinary Non AC Seater 2+3,18:05,21:40,03h 35m,INR 371,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - HDD0171,Ordinary Non AC Seater 2+3,18:06,23:00,04h 54m,INR 371,52 Seats available, ,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - HDD0035,Ordinary Non AC Seater 2+3,18:32,23:40,05h 08m,INR 371,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
